,sent_1,sent_2,score
551,"""We continue to work with the Saudis on this, but they did not, as of the time of this tragic event, provide the additional security we requested.""","""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Mr Jordan said.",0.65
552,"The agency will ""consider as timely any tax returns or payments due"" Aug. 15 if they are submitted by Aug. 22.",The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22.,0.85
553,A statement released by DEI said Green would begin driving the car on an interim basis beginning next week in the Winston Open at Lowe's Motor Speedway.,"It was announced that Green will replace Park in the Dale Earnhardt Inc. No. 1 Chevrolet, beginning with the Winston Open at Lowe's Motor Speedway next week.",0.65
554,"Costa's semifinal opponent is Spaniard Juan Carlos Ferrero, whom he beat in last year's final.",Costa will play Juan Carlos Ferrero next in a rematch of last year's final.,0.75
555,Doctors have speculated that the body's own estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,0.85
556,"The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.","The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.",0.24
557,Democrats currently hold a 17-15 advantage in the state's congressional delegation.,The Texas congressional delegation now is 17-15 Democratic.,0.52
558,"No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment.","None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman.",1.0
559,We think they have the right to choose.,"""We think PeopleSoft customers deserve the right to choose,"" Ellison said.",0.6
560,"""We have found the smoking gun,"" investigating board member Scott Hubbard said.","""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California.",0.72
561,"Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase, who won democratic elections in September 2001.","The Fijian military installed an all-indigenous government led by Mr Qarase, who won democratic elections in September 2001.",0.6
562,"But in the end, all the worm did was visit a pornography site, said Vincent Weafer, a security director with Symantec Security Response in California.","But Vincent Weafer, security director with Symantec Security Response, said all the virus did was visit a pornography site.",0.96
563,"""This child was literally neglected to death,"" Armstrong County District Attorney Scott Andreassi said.",Armstrong County District Attorney Scott Andreassi said the many family photos in the home did not include Kristen.,0.36
564,"Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser, citing competition from Apple Computer's Safari browser.","Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers, saying that Apple's Safari is now all that Apple needs.",0.8
565,Chapman was not immediately arrested and is expected to appear for arraignment July 3.,"Mr. Chapman, who hasn't been arrested, is expected to appear for arraignment next Thursday, prosecutors said.",0.76
566,"President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday.","President Bush has raised $83.9 million since beginning his re-election campaign in May, and has $70 million of that left to spend, his campaign said Tuesday.",0.48
567,"Authorities in Ohio, Indiana and Michigan have searched for the bodies.","So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.",0.5599999999999999
568,"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears.","""They have blocked all new bio-crops because of unfounded, unscientific fears,"" Bush said.",0.64
569,"One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote ""Yes"" or abstain.","France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.",0.6
570,Luzerne County District Attorney David Lupas told a news conference Monday that authorities were ``continuing to make significant progress'' in the case.,"No charges have been filed in those deaths, but Luzerne County District Attorney David Lupas said authorities were ""continuing to make significant progress"" in the case.",0.6799999999999999
571,The U.S. Conference Board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey.,"The Conference Board said its measure of business confidence, which had fallen to 53 in the first quarter of 2003, improved to 60 in the most recent second quarter.",0.76
572,"Justices said that the Constitution allows the government to administer drugs only ""in limited circumstances.""","In a 6-3 ruling, the justices said such anti-psychotic drugs can be used only in ""limited circumstances.""",0.7
573,Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.,0.65
574,"Seniors would then have to pay 50 percent of their drug costs up to $3,450.","Above that, Medicare would pay 90 percent of all drug costs.",0.3
575,The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.,"Razali Ismail met for 90 minutes with Suu Kyi, a 1991 winner of the Nobel Peace Prize, at her lakeside home, where she is under house arrest.",0.7384000000000001
576,The flamboyant entrepreneur flagged the plan after a meeting in London with Australian Tourism Minister Joe Hockey.,Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey.,0.5599999999999999
577,"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy ""could very well be embarking on a period of extended growth"".","Greenspan told Congress on Tuesday the U.S. economy ""could very well be embarking on a period of sustained growth"".",0.64
578,New legit download service launches with PC users in mind.,BuyMusic is the first subscription-free paid download music service for PC users.,0.48
579,"For Kathy Nicolo (Jennifer Connelly), the house means stability and family.",Kathy Nicolo (Jennifer Connelly) is desperate that her family not find out that her life has fallen apart.,0.4
580,"The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close.","The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.",0.76
581,"The Institute for Supply Management's index of nonmanufacturing activity rose unexpectedly in April, reports said.",The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.,0.6799999999999999
